Time,Subtitle,Translation
18:07,（侑哉）プール繋がってるんですもんね 窓１枚で,-It's connected to the pool. -Wow.
18:11,俺はもう どこでも寝れるから みんな決めて,"I'm good sleeping anywhere, so you guys decide."
18:14,（悠介）自分も別に どこでも かまいませんよ,I don't mind any of them.
18:17,（侑哉）じゃあ （ｴﾘｯｸ）ほんまに？ （侑哉）じゃあ俺 ここで （ｴﾘｯｸ）じゃあ俺 ここで,-Really? Then I'll take this one. -I'll take this.
18:21,（悠介）もう２人とも速攻 これで みたいな,You guys both immediately chose.
18:24,じゃあ僕 ここで,You guys both immediately chose. I'll take this one.
18:26,（ｴﾘｯｸ）いい？ 大丈夫？ （悠介）大丈夫っす,-You okay with it? -I'm good.
18:28,ここやったら あれ… ギターとか練習できるんちゃう？,You could practice guitar here.
18:32,（悠介）迷惑じゃなければ （ｴﾘｯｸ･侑哉）全然,-If it doesn't bother you guys. -Not at all.
18:35,（悠介）本当にもう うるさいって思われるぐらい,-If it doesn't bother you guys. -Not at all. Sometimes I play until the noise bothers people.
18:37,弾く時もあるんで,Sometimes I play until the noise bothers people.
18:39,それを子守歌だと思って寝る （悠介）フフフ,I'll think of it as a lullaby and sleep.
18:42,寝れたらうれしいです 逆に,"If you're able to sleep to it, I'll be happy."
18:45,こっちの 例えば女の子とか,The girls out here...
18:50,日本の女の子に比べたら 何か どう？,how are they compared to girls in Japan?
18:54,ガツガツ来る感じ いいっすね,They're more assertive. It's nice.
18:57,いいですか （ｴﾘｯｸと侑哉の笑い声） （ｴﾘｯｸ）確かに,-Is it? -That's true.
19:00,（侑哉）こっちからガツガツ行って 引かれるよりも,Better than me being pushy and getting turned down.
19:02,ちょっとグッて来られて グッて返すみたいな…,I want them to come strongly so I can respond strongly.
19:06,なるほどね （侑哉）感じのほうが かみ合うかなっていう,-I get it. -I feel like that works better.
19:10,けど ずっとフリーですね もう （ｴﾘｯｸ）ああ （悠介）へえー,But I've been single for a while.
19:13,俺も一緒やな ３年ぐらいはおらん,"Me too, for about three years."
19:15,（侑哉）３年も？ （ｴﾘｯｸ）うん,-Three years? -Yeah.
19:18,（ｴﾘｯｸ）いる？ （悠介）18年いません,-Are you with anyone? -Not for 18 years.
19:20,（ｴﾘｯｸ）10… おー （悠介）18年 生涯いません １人も,"-Are you with anyone? -Not for 18 years. For 18 years, I've never been with anyone."
19:24,（ｴﾘｯｸ）ヤバいな （悠介）ヤバいっす,-That's critical. -Yeah.
19:25,ここで初恋のチャンス （悠介）いろいろと危ないです そろそろ,-It's your chance for first love here. -It's bad. I really need...
19:29,何か行動を,-It's your chance for first love here. -It's bad. I really need... to start being proactive.
19:31,行動力 ちょっとね 上げないと,to start being proactive.
19:35,（ｴﾘｯｸ）プレールーム （悠介）プレールーム,"-The playroom. -The playroom, wow."
19:36,（ｴﾘｯｸ）おほほ… （侑哉）もう遊び場,"-The playroom. -The playroom, wow. -A place to hangout... -Wow!"
19:39,（悠介）あっ すっごい,-A place to hangout... -Wow!
19:40,（ｴﾘｯｸ）めっちゃ くつろげる感じやな （侑哉）マジすげえ ここ,-Looks comfortable. -This is seriously amazing.
19:42,（悠介）おしゃれ 本当に,It's so stylish.
19:46,（侑哉）ハアー これいい,This is great.
19:49,（ｴﾋﾞｱﾝ）ノックノック トントン （ｴﾘｯｸ）はーい （悠介）はい,"-Knock, knock. -Yes?"
19:52,（女子たち）お邪魔します,-Excuse us. -Excuse us.
19:55,（ｴﾋﾞｱﾝ） 男子部屋どうなのかなと思って,We were wondering what the guys' room was like.
19:57,（ｴﾘｯｸ）男子… （奈緒美）え？ これ男子部屋？,-The guys... -Wait? Is this it?
20:00,え？ これだけ？ （男子たち）これ プレールーム,-This is it? -This is the playroom.
20:02,（ﾛｰﾚﾝ）あっ オーケー （奈緒美）これ プレールームなんだ これは男子部屋なのかと思った,"Oh, okay. I thought this was the guys' room."
20:05,（奈緒美）そうなんだ,I see.
20:06,これ男子部屋やったらキツいやろ （奈緒美）何か全然…,It'll be a little tight if this was our room.
20:09,（侑哉）それ結構ヤバい （奈緒美）全然違う,It's so different then.
20:11,（ｴﾘｯｸ）どうやった？ 部屋 すごいよ,-How's the room? -It's pretty amazing.
20:14,最高ですよ ヤバい,-Seriously? -It's perfect.
20:16,（ｴﾋﾞｱﾝ）ベッド決めたよね,It's insane. We chose our beds.
20:18,男子部屋も なかなかいいから,"The guys' room is pretty nice, too."
20:20,（ｴﾋﾞｱﾝ）本当？ （奈緒美）見に行きたい （ｴﾋﾞｱﾝ）あとで 行こう （奈緒美）あとで 見に行こう,-I want to see it. -Let's go see it later.
20:25,このあと 何したいんですか？ みんな,What does everyone want to do after?
20:28,（ｴﾘｯｸ）スーパー行きたい （奈緒美）やっぱそうだ 私たちもスーパー行きたかった （奈緒美）スーパー行きたい,"-I want to go the supermarket. -Me, too."
20:32,（ｴﾘｯｸ）飯 食いたいし （奈緒美）スーパー行こっか,-I want to make food. -Should we go to the market then?
20:34,飯 食いたい （ﾛｰﾚﾝ）オーケー,-Let's go. -Okay.
20:36,（奈緒美）シャンプーとか買って ご飯とか買って,I need to buy shampoo and food...
20:39,ビールとか買おうかな （奈緒美）あっ,Maybe some beer?
20:41,（ﾛｰﾚﾝ）18　18　18 （奈緒美）いい いい,We're 18 over here.
20:43,参加します！ （悠介）ジュースで,-I'll participate! -I'll drink juice.
20:46,見てるよ,I'll be watching you.
20:48,（悠介）見ててください ちゃんと,Please do.
20:52,出そろいましたな,They're all there.
20:53,（山里）いい家でしたね いろいろ出てきましたけど,They're all there. It's a nice house and everybody's been revealed.
20:56,ついに全容が 明らかになりましたけど,It's a nice house and everybody's been revealed.
20:57,（馬場園）うーん （山里）あのハンモックの広さは,The spaciousness of that hammock...
21:00,この先 何か 事件が起こりそうな感じが,I feel like things might happen there.
21:02,そこで２人で星見ようとか なったりするんですかね？,Maybe they'll want to see the stars together there.
21:04,２人ハンモックいってほしいな （山里）ありえますよ,I want to see two of them on the hammock.
21:07,（ﾄﾘﾝﾄﾞﾙ） ちなみに間取り５ＬＤＫで 広さが 375平米,"The place has five bedrooms and is 4,000 square feet."
21:11,おお デケえなー！ （YOU）デッカ！,-That's huge! -It's so huge!
21:13,（徳井）うーわー！ （ﾄﾘﾝﾄﾞﾙ）そして,-That's huge! -It's so huge! And there are three and a half baths.
21:14,バスルームが３つありまして トイレは４つあるそうです,And there are three and a half baths.
21:18,でも鮎澤くん ２人ハンモックなんかしたら ドえらいこと なっちゃいそうですね,"If Aizawa got on the hammock with someone, it might cause a problem."
21:21,18年間 恋人なし,Eighteen years old and never had a girlfriend.
21:23,しっかりしてた,He seems very mature.
21:25,上品ですよね すごく,He's very classy.
21:26,（YOU）すごく品がよくて （徳井）“はい　はい”って,"He's very classy. -Yes, he is. -He's very classy."
21:29,銀座 久兵衛の若手みたいな,He's like an apprentice at the fancy restaurant Kyubey.
21:33,見習いで 何かずーっと “はい　はい”,"-That's true. -An apprentice saying, ""Yes, sir."""
21:38,（徳井）彼のウクレレが 突然 変わってきたら ちょっと あれ こいつ 何かあったな みたいな,"When the tune of his ukulele changes, we'll know something happened."
21:43,彼のウクレレっていうのは ウクレレのことですよね？,"When you say his ukulele, you really mean his ukulele, right?"
21:47,そうです,Yes.
21:50,俺のバットが… みたいな ことじゃないですよ,"I didn't mean it like ""my 'baseball bat'."""
21:52,違います 最低の例え,"-No, I didn't mean it like that. -The worst euphemism."
21:55,（YOU）彼が弾く （徳井）ウクレレのね 感じが急に ツヤっぽくなってきたらみたいな,I just meant if the sound quality changes when he plays.
21:59,（YOU）なるほど　びっくりしました （馬場園）何かあったんじゃないか,-I see. -Then something may have changed him.
22:01,（山里）いや これ 鮎澤が ローレン落としたら 夢ありますよ,"If Aizawa can get Lauren, that'll be a dream."
22:04,（徳井）あー （YOU）そうだね,That's true.
22:06,意外とそれ あると思うんですけど （山里）ウソ!?,-I think that's possible. -No way!
22:09,（徳井）何かちょっと ありそうな気配するよね？,-It does seem to be possible... -Right?
22:18,（ｴﾘｯｸ）車の鍵 （悠介）１人１人 違う物とか？,-The car keys... -We each have our own.
22:21,（奈緒美）え？ 名前あるの？,Do they have our names?
22:24,（侑哉）名前… （悠介）おっ 一発で当てた,"Oh, I got mine on the first try."
22:26,エビアン （ｴﾋﾞｱﾝ）ありがとう,-Avian. -Thank you.
22:28,（奈緒美） え？ どこに書いとうと？ （ｴﾋﾞｱﾝ）専用のあるんだ （ﾛｰﾚﾝ）これ　これ,"-Where does it say? -Wow, we each get our own."
22:32,（奈緒美）あっ 私の！ （ｴﾋﾞｱﾝ）かわいい,-This one's mine. -It's so cute!
23:00,（ｴﾘｯｸ）買い物 （侑哉）お腹すいた,-Shopping time! -I'm so hungry!
23:03,（奈緒美）お腹すいた,I'm hungry.
23:05,（侑哉）みんなでバーッて買って （ｴﾘｯｸ）バーッて買って （侑哉）みんなでバーッて食べる？ （ｴﾘｯｸ）そうやな,We can all pick stuff out and eat it together.
23:11,（奈緒美）今日 作らない？ 作る？ …らない？,Are we cooking today or not?
23:14,作ると結構 時間…,"-If we cook, it'll take time. -Yeah."
23:16,そうやね （ﾛｰﾚﾝ）ここで もう,"-If we cook, it'll take time. -Yeah. They have ready-made food here, so we can just pick up stuff today."
23:18,作った食べ物あるから 好きな食べ物… （ｴﾘｯｸ）そうやね （ﾛｰﾚﾝ）今日は適当に,"They have ready-made food here, so we can just pick up stuff today."
23:23,（侑哉）ザ･アメリカって感じですよね （ｴﾘｯｸ）それでいこう （侑哉）これ （ｴﾘｯｸ）それでいこう,-It feels so American. -Let's go with that.
23:28,（ｴﾘｯｸ）よっしゃ （侑哉）よっしゃ,That's good.
23:30,あっ ありがとう （悠介）もういい感じっすか？ 押しといて　疲れた （侑哉･悠介）ハハハ,-Is that enough? -Let me know if you get tired.
23:35,（悠介）お疲れさまです,Good work.
23:36,（ｴﾘｯｸ）他は？ （ｴﾋﾞｱﾝ）行こう,-Anything else? -Well...
23:39,（奈緒美）ちょっと入れすぎかな？ （侑哉）どうぞ どうぞ,-Let's go. -Is that too much?
23:41,（奈緒美）ほい （ｴﾋﾞｱﾝ）行こう 行こう,"Let's go, let's go."
23:43,（ｴﾋﾞｱﾝ）行こう 行こう… （奈緒美）うわっ ステーキ大きい,"-Let's go, let's go. -The steaks are so big."
23:51,（ｴﾘｯｸ）食べよう （侑哉）食べますか （ｴﾘｯｸ）食べよう （奈緒美）じゃあ,-Let's eat. -Shall we eat?
23:53,（一同）いただきます,-Time to eat! -Time to eat!
23:57,（奈緒美）よいしょ （ｴﾘｯｸ）とりあえず 乾杯で （ｴﾋﾞｱﾝ）おっ,-Let's toast. -Cheers.
23:59,（ｴﾋﾞｱﾝ）乾杯 （奈緒美）乾杯,-Let's toast. -Cheers. -Cheers! -Cheers!
24:03,（奈緒美）チアーズ （ﾛｰﾚﾝ）お疲れさまでした,-Thanks for the great day. -Thank you.
24:08,（ﾛｰﾚﾝ）みんな明日 何する？,What's everyone doing tomorrow?
24:10,俺は仕事 （ｴﾋﾞｱﾝ）私もお仕事,"-I have work. -I have work, too."
24:12,（ｴﾘｯｸ）７時から５時くらい （悠介）学校,-From seven to five. -I've got school.
24:15,（奈緒美） おお みんな意外と忙しい （悠介）学生なんで （侑哉）ヤバ,"-Everyone's surprisingly busy. -Yeah, I'm a student."
24:19,暇なの 俺だけ？,Am I the only one who's free?
24:21,あっ 暇？ （奈緒美）暇,"-You're free, too? -I'm free."
24:24,じゃあ ここ３人で何か しようか 暇な…,Should the three of us do something then?
