Sentence,Translation
・あの時、好きだと言っていれば、彼女と付き合えたかもしれない。,"If only I had told her I liked her then, I could have gone out with her."
・すみません、ちょっとメモさせてください。,"I'm sorry, let me take some notes."
・やるからには全力でやるつもりだ。,I'm going to give it my all.
・パーティーに参加すると言ったからには、当日に「やっぱり行けない」なんて言えない。,"I can't say ""I can't go"" on the day of the party because I said I would attend the party."
・キムさん遅いですね。ちょっと探してきます。,"Mr. Kim, you're late. I'll go look for it."
・スポーツで、いちばんバスケットボールが好きです。,I like basketball the best among sports.
・雲で空が暗くなったかと思うと、急に雨が降り出した。,"The sky became dark with clouds, and it suddenly started to rain."
・彼は口が軽いので、秘密を漏らしかねない。,"He's too soft-spoken, he might let the secret out."
・水たまりが出来ていることから、夜中に雨が降っていたことがわかる。,A puddle of water indicates that it was raining in the middle of the night.
・テストの準備は２週間前から余裕を持って始めたほうがいいよ。,It's better to start preparing for the test two weeks in advance.
・酔っ払って帰った時はお風呂に入らないで寝てしまうことがあります。,"When I get home drunk, I sometimes fall asleep without taking a bath."
・ちゃんと、自分の部屋は自分で掃除しなさい。,Clean your room by yourself.
・今、転職するかどうかすごく悩んでいます。,I'm having a hard time deciding whether or not to change jobs.
・テストは９時から１０時までです。,Tests are from 9:00 to 10:00.
・授業の後で、少し図書館で勉強しませんか。,"After class, why don't we go to the library to study for a while?"
・この飛行機ではWi-Fiを使うことができます。,You can use Wi-Fi on this plane.
・日本語が上手になりたいので、毎日少なくても３０分は勉強することにしています。,"I want to improve my Japanese, so I try to study for at least 30 minutes every day."
・毎日ジョギングしているですが、なかなか痩せません。,"I've been jogging every day, but I can't lose weight."
・いいえ、まだ食べていません。,"No, I haven't eaten yet."
・先生の授業はあまり面白くないです。,I don't find the teacher's class very interesting.
・すみませんが、もう少し静かにしていただけませんか。,"I'm sorry, but could you please be a little quieter?"
・答えは２００ページに書いてあります。,The answer is on page 200.
・宿題を全部やってから寝ます。,I do all my homework before I go to bed.
