Script,Translation
“ナメられたんだ”って思うよね？ （望月）いや 何かこう,"If she said that, what would you think? It's like you just got passed over. I would think that she likes me."
“好意 抱いてんのかな”と 思いますよ,I would think that she likes me. See? Normally that's how it would be seen.
（YOU）普通そうなの,See? Normally that's how it would be seen.
ひどい目に遭いすぎて,It's that you've been through too much crap.
全部をマイナスに捉えちゃう （YOU）もう そうなっちゃってる,You see everything negatively. -You can't help to be like that. -That's it.
“この人は 僕のことが好きなのかな？”,I would think that person likes me.
（山里）え？ （YOU）普通そうだよ,"-Normally, that's it. -What?"
今のはそうやで （山里）えー！ マジっすか？,-That's what it was. -Really?
本当？ 無理してんだろ？ 大人に合わせようとして,"You don't really know, right, trying to go along with adults?"
今のは分かりやすいやつだったと 思います,"Actually, that was rather obvious."
（YOU）ほら！,See?
（ﾄﾘﾝﾄﾞﾙ） 分かりやすいやつにも,It was easy to figure out.
（徳井）今のは 分かりやすいやつやったやん,"Yes, this one is easy to figure out. That's right."
なんなら 逆にちょっと 気つけなあかんぐらいやで 男側からすると （YOU）うん,"From a guy's perspective, you actually need to watch out."
（徳井） “いかん いかん これで…”,"Like, to the point where, ""Hold on! I am getting pulled in."
“グッて好きになってしもうたら あかんぞ” って思うぐらいの （YOU）うん,"She's taking the lead, and I need to slow down."""
（山里）えー！,What?
（YOU）感じですよ,That's what it could seem like.
ただ だから 今のＶでいくと,"So with what happened there,"
思わず涙がこぼれてしまって すぐの…,"where she cries a bit and then immediately after is able to say,"
“何でも話せるんだよね”の,"""I can talk about anything with you."""
このスピード感が女子的には ちょっと モヤッとするんです,"As a woman, I'm a little wary of how quickly she recovers and does that."
（山里）怪しい？,she recovers and does that.
（YOU）“これ うまく いきすぎてないだろうか？”と,"Like, I think it's a bit too much."
（馬場園）カラクリがね （YOU）ちょっと プ～ンって,-The alcohol? -It's tricky. It seems fishy.
香りましたね （YOU）何か ちょっと,"-I think so, too. -A little."
ヒロイズムっていうんですか （一同）うん,"Like, the sense of heroism, a little."
（徳井）目も お酒で ちょっと何か まばたきも…,"Her eyes were getting droopy from alcohol, and she was blinking"
こういうぐらいなってたもんね （山里）ああ,"kind of like this. Oh, like she's drunk."
酔ってる目ですよね それ,"Oh, like she's drunk."
（徳井）あれは大抵の男 キュンて きてまうからな,You can attract most guys with that sort of action.
（YOU）だって もう 白のレースの パフスリーブからの,"Well, from her white, lacey, puff-sleeved shirt"
ヘパリーゼからの 涙からの,to Hepalyse and her crying.
あの告白ですよ （徳井）ねっ,-And then she confides her interest. -Right.
何コンボやねん （馬場園）そうですよ,Those are multi-combo moves.
ジャブいってストレート ひざ入れた,"There's a jab, then a straight. Then in with the knee."
最後 ハイキックで ダウンですよ もう,"Then a high kick, and the guy is down cold."
ピヨピヨしてますよね ピヨピヨ ピヨピヨ…,-He's got birds singing by his head. -Birds singing.
ほんで “よかったね”って言って,"-And then, ""It was so nice to go out."" -Yeah."
“何かよかったね この会” みたいな感じに…,"Like, ""Today was a good day."""
（山里）“定期的にやろう”って 言ってましたもん,"He said, ""Let's do this on a regular basis."""
でも うん かわいらしかったし とても ねえ？,"-But yes, it was sweet. Really. Wasn't it? -Yes."
ちょっと ふに落ちませんか？ 何か… 何か分かんないです,"-Is there still something unsettled there? -Well, it's just"
まだ はっきりした答えが ないんですけど,"there's no straight answer yet,"
この先 僕は,but I feel like
ここと何か 戦っていきそうな気がしてきました,I will continue to fight with this.
（山里）まだ分かんないです （徳井）ウソやん,-I am not sure yet. -Yes.
（慎）結局 １週間 休み？,"So, you're off for a whole week?"
１週間 休みだね,"Yeah, I'm off for a week,"
（達也） ８日のうち ７日間くらいは,about seven days out of eight days.
誰かしらと 予定 組んで 遊ぼうかな,I'll plan with whoever's around and have some fun.
（慎）いいね,That's nice.
（慎）オイーッス （雄基）ただいま,-Hey. -I'm home.
（達也）おっほほーい （雄基）起きてた？,You're up. Hey.
（達也）おかえり,Welcome home.
（雄基）起きてた？ （達也）起きてた,-You were awake? -I was.
（慎）何帰り？,What are you back from?
（雄基）あっ 悠里子ちゃんと 飯 行ってた,I went out for dinner with Yuriko.
（慎）あっ そっか 言ってたね （雄基）うん,"Oh, that's right."
（慎）どうだった？ ニヤニヤしてる （雄基）楽しかったよ,-How was it? -You are smiling.
２人して 酔っ払っちゃったっていうのが,We just both got drunk...
（慎）オチ？ （雄基）うん,-And that's all? -Yeah.
でも いい話もできたし,But we did have some good conversations.
何？ いい話って,Like what?
聞くね （達也） そりゃあ 聞いとかないと,"-So you ask. -Well, I have to ask."
（雄基）深まってる もちろん深まってるけど 俺とウッチーだけで 飯 食い行っても,"We are getting to know each other. Like, even if I went out with you, Uchi,"
深まる話って絶対あるし,"we would talk about deep, personal things."
そういうだけ,-Yeah. -So it was like that.
ああ 深まったって いうだけね,"Right, you just got closer."
チューはしてないしね,We didn't kiss.
ウソ？,"Oh, really?"
チューしたと思ってた？,"Wait, you think I did?"
いや 思ってたよ 酔っ払った勢いで,"Yeah, just with how you came in all drunk and happy."
（雄基）まあ うっすら ちょっと泣かせちゃったよね,"Actually, I made her cry."
（達也）マジで？ （慎）また？ （達也）すぐ泣かすね,"-Again? -Man, you make them cry right away."
何か踏み込んだ話とかしたの？,Were you trying to move things forward?
踏み込み合ってるよね,We're in the process of moving forward.
踏み込み合ってんの？,In the process of moving forward?
（雄基） もうさ それぞれの矢印を,It's like we're slowly passing the point where you no longer indicate what your intentions are.
言わなくなってくる時期に なってくる？,where you no longer indicate what your intentions are.
（達也）うん そうね （慎）何 矢印って？,"Right. -What do you mean, ""intentions""? -Though I'm pretty clear with what I want."
俺は示してるけどね,"-What do you mean, ""intentions""? -Though I'm pretty clear with what I want."
難しいな,It's not easy.
まあ 難しいよね （雄基）俺 飯行くのもさ,"Yeah, it's difficult. Like, after cleaning the pool and then going out to eat,"
今日 朝さ プール掃除のあと…,"Like, after cleaning the pool and then going out to eat,"
義理悪いなって思ってさ,I thought it was discourteous.
（達也）何が？ 何が義理悪いの？,What was? What was discourteous?
何かさ ウッチーの気持ち…,With Uchi's feelings.
（達也）いや 俺マジ そういうのはいらないから,"Well, seriously, I don't need stuff like that."
俺が ちょっと 悠里子ちゃんに対して,"I don't need stuff like that. Like, you don't need to be conscientious"
いいなって思ってるからって 気使ってとかは…,"just because I expressed some interest in Yuriko. -Like, really... -Well not so much conscientious--"
気使いはしねえけど,"-Like, really... -Well not so much conscientious--"
いや 義理悪いとかも マジでいらないよ,"No, really, I don't care if it's discourteous."
俺は全然 いってほしいよ,I want you to go for it.
だから そういう感じで （雄基）もう 全力でしょ,"-So do that. -Of course, I'll do my best."
（達也）いや そりゃそう もちろん,"Of course, for sure."
